short_name,symbol,company_id,industry,sector,employees,equity_type,isin,description
Hoang Quan Consulting Trading Serv,HQC,958516,Real Estate Management & Development,Real Estate,103,ORD,VN000000HQC1,"Hoang Quan Consulting - Trading - Service Real Estate Corporation is a Vietnam-based company active in the real estate industry. The Company is engaged in the development of real properties, such as commercial complex, apartment buildings, residential areas, industrial zones and ecological villas. It is also involved in construction activities and the offering of architectural services. In addition, the Company provides brokerage services, valuation services, consulting services and legal services for the real estate industry. During the year ended December 31, 2012, 96.72% of the Company's net revenue came from real estate trading. As of December 31, 2012, the Company had eight affiliates, nine branches and one trading floor."
Saigon Co.op,SID,995147,Real Estate Management & Development,Real Estate,-,ORD,VN000000SID3,"Saigon Co.op Investment Development Joint Stock Company (SCID) is a Vietnam-based company primarily engaged in real estate sector. The Company's leading business activities include the development of commercial properties for sale, such as supermarkets and malls; the leasing of retail spaces, and the provision of project management consultancy services for supermarket networks development."
CNC Capital Viet Nam JSC,KSQ,42048,Real Estate Management & Development,Real Estate,-,ORD,VN000000KSQ1,"CNC Capital Viet Nam Joint Stock Company, formerly KSQ Investment Joint Stock Company, is a Vietnam-based company engaged in mineral processing. The Company buys mineral input with low content and produces output with high content for sale. Its main products include pure lead ore (Pb>56%), pure zinc ore (Zn>48%), pure copper ore (Cu>70%), pure tin ore (Sn 99.99%). The Company's production activities are performed in the northern provinces of Vietnam, such as Lai Chau, Tuyen Quang and Thai Nguyen."
Investment Trading of Real Estate,ITC,958535,Real Estate Management & Development,Real Estate,358,ORD,VN000000ITC3,"Investment and Trading of Real Estate Joint Stock Company (INTRESCO) is a Vietnam-based company engaged in construction and engineering industry. The Company is involved in the development and construction of residential and nonresidential buildings, as well as public structures, tourism areas, entertainment areas and golf courses. It also provides real estate related services, such as brokerage services, property management services and trading floor services. In addition, the Company is involved in the offering of interior decorating services and engineering services. In addition, it trades construction materials, equipment and machinery. It has one subsidiary engaged in the construction of civil and industrial projects."
VinhPhuc Infrastructure Development JSC,IDV,42035,Real Estate Management & Development,Real Estate,83,ORD,VN000000IDV7,"Vinh Phuc Infrastructure Development Joint Stock Company (VPID) is a Vietnam-based company engaged in the real estate industry. The Company is involved in the operation and development of infrastructures for Khai Quang Industrial Zone in Vinh Phuc Province and Chau Son Industrial Zone in Ha Nam Province, Vietnam. It is also engaged in the operation and development of other real estate properties for lease and for sale. The Company provides supporting services for industrial zones, including water supply and sewage services, as well as solid and liquid industrial waste collection and treatment. Other activities include trucking services and gasoline station operations. As of December 31, 2012, the Company had two wholly owned subsidiaries and five affiliates."
Viet Nam Land Invest,VNI,995172,Real Estate Management & Development,Real Estate,-,ORD,VN000000VNI6,"Viet Nam Land Investment Corp (VINALAND INVEST) is a Vietnam-based company engaged in the real estate industry, which mainly operates in district 7, Ho Chi Minh city. The Company is involved in the development of urban residences, as well as commercial real estate properties for rent and for lease. Besides, together with its subsidiary, the Company partakes in the management of Phuoc Long market in Phu My ward."
Khang An Investment Real Estate,KAC,958538,Real Estate Management & Development,Real Estate,43,ORD,VN000000KAC9,"Khang An Investment Real Estate Joint Stock Company is a Vietnam-based company engaged in the real estate industry. The Company develops residential areas, such as Khang An - Phu Huu Project, Phuoc Thien - Dong Nai Project, Tan Tao A Project, Tan Tao B Project and Tan Tao C Project. It is also involved in land subdivision and development, as well as house trading and the provision of land surveying and mapping services. Other activities include civil and industrial construction and real estate brokerage services."
577 Investment,NBB,958572,Real Estate Management & Development,Real Estate,134,ORD,VN000000NBB3,"577 Investment Corporation is a Vietnam-based company engaged in the real estate industry. The Company operates in five business segments. The Real estate trading segment refers to the trading of apartments and the transfer of land use rights. The Construction segment includes the construction of roads and bridges, along with several other construction activities. The Mineral mining, manufacturing and trading segment involves the mining of soil, stones, pebbles and other construction materials. The Automobile and spare part manufacture segment relates to the manufacture and marketing of filter equipment used for automobiles. The Other services rendering segment comprises the leasing of houses, cars and apartment building management activities."
HUDLAND Real Estate,HLD,42019,Real Estate Management & Development,Real Estate,44,ORD,VN000000HLD0,"Hudland Real Estate Investment and Development Joint Stock Company invests in residential development and new urban areas in Vietnam. Hudland Real Estate Investment and Development Joint Stock Company was founded in 2007 and is based in Hanoi, Vietnam. Hudland Real Estate Investment and Development Joint Stock Company operates as a subsidiary of Housing and Urban Development Corporation Limited."
Khang Dien House Trading Invest,KDH,958541,Real Estate Management & Development,Real Estate,320,ORD,VN000000KDH2,"Khang Dien House Trading and Investment JSC (Khadihouse) is a Vietnam-based company engaged in residential real estate operations. The Company invests in the development, leasing and trading of houses, villas, apartment buildings and infrastructures for residential areas, as well as land, office buildings and commercial centers. It is also involved in the construction of civil and industrial structures, such as residential and nonresidential buildings, highways, streets and bridges. In addition, it provides real estate consultancy services, architectural and interior design services, and real estate management services for urban areas and industrial zones."
Khanh Hoi Invest,KHA,958542,Real Estate Management & Development,Real Estate,-,ORD,VN000000KHA8,"Khanh Hoi Investment and Services Corporation (KHAHOMEX), formerly known as Khanh Hoi Export - Import Joint Stock Company, is a Vietnam-based company engaged in real estate operations. The Company develops commercial and residential buildings, as well as provides offices for lease. It is involved in the manufacturing and trading of wood furniture. The Company also trades food, beverages, garments and electronic consumer products. Through its subsidiaries, it is engaged in kindergarten operations and the offering of real estate brokerage services and interior design services. The Company has six subsidiaries."
Song Da Urban & Industrial Zone Inv,SJS,958661,Real Estate Management & Development,Real Estate,435,ORD,VN000000SJS9,"Song Da Urban & Industrial Zone Investment and Development Joint Stock Company (SUDICO) is a Vietnam-based company engaged in real estate operations. It is involved in the development and construction of infrastructures for industrial zones and urban areas, as well as residential areas, hotels, villas, apartment building and tourist areas. The Company also provides engineering, architectural and interior design services for construction projects. Other activities include construction materials trading and hotel operation."
Quoc Cuong Gia Lai JSC,QCG,958629,Real Estate Management & Development,Real Estate,-,ORD,VN000000QCG3,"Quoc Cuong Gia Lai Joint Stock Company (QCGL) is a Vietnam-based company engaged in the real estate industry. The Company develops apartment buildings, commercial centers, office buildings, villas and residential areas. It is also involved in wood processing and the manufacture of wood indoor and outdoor furniture, such as tables, chairs, doors and planks. In addition, the Company is engaged in coffee production and trading, as well as rubber plantation and rubber latex processing. Other activities include hydroelectricity generation and construction. The Company announced that it had divested its stakes in two subsidiaries, Hung Thinh House Trading Construction Investment Development Company Limited and Quoc Cuong House Investment Development Company Limited."
Ba Ria Vung Tau House Development,HDC,958503,Real Estate Management & Development,Real Estate,-,ORD,VN000000HDC9,"Ba Ria - Vung Tau House Development Joint Stock Company (HODECO) is a Vietnam-based company engaged in real estate operations. It is involved in the development of residential areas, houses and apartment buildings for sale or lease. The Company is also engaged in construction of residential and office buildings and streets. It manufactures and trades construction materials, such as ready-mix concrete, sewage pipes and bricks. Additionally, the Company provides real estate brokerage services, securities brokerage services and tourism services. HODECO has two subsidiaries engaged in real estate operations and construction and concrete trading."
Long Hau Corp,LHG,958557,Real Estate Management & Development,Real Estate,131,ORD,VN000000LHG3,"Long Hau Corporation is a Vietnam-based company engaged in the real estate industry. It is involved in the development and construction of infrastructures for industrial zones and residential areas. The Company invests in the development of Long Hau Industrial Zone in Long An Province, as well as provides fresh water and waste water treatment services for plants inside Long Hau Industrial Zone. Other activities include the trading of construction materials, along with the offering of land clearing services, interior decorating services and real estate brokerage services. The Company has four affiliates."
Kinh Bac City Development Share,KBC,958539,Real Estate Management & Development,Real Estate,531,ORD,VN000000KBC7,"Kinhbac City Development Holding Corp is a Vietnam-based company engaged in the real estate industry. The Company is involved in the development, construction and operations of industrial zones, residential areas, urban areas, as well as commercial, industrial and residential buildings, including warehouses. It is also involved in water and electricity supply and related services, including sewage treatment, for industrial zones, along with the offering of engineering, architectural, interior design and maintenance services for real properties. Other activities include infrastructure construction and the operations of tours, hotels and restaurants."
COMA 18 JSC,CIG,958420,Real Estate Management & Development,Real Estate,-,ORD,VN000000CIG0,"COMA 18 Joint Stock Company is a Vietnam-based company engaged in real estate development and operations. It is involved in the investment of apartment buildings and houses for sale. The Company is also engaged in the performance of mechanical activities for industrial projects, such as the manufacture and installation of steel structures and fixtures. Other activities include the construction of industrial and civil projects, the transference of industrial infrastructures, the trading of petroleum, the manufacture and trade of construction materials, as well as the operations of hotels and full-service restaurants. As of December 31, 2011, the Company was a 51%-owned subsidiary of Construction Machinery Corporation (COMA)."
Ninh Van Bay Travel Real Estate,NVT,958588,Real Estate Management & Development,Real Estate,589,ORD,VN000000NVT3,"Ninh Van Bay Travel Real Estate Joint Stock Company is a Vietnam-based company engaged in the development and operations of resorts. The Company also operates restaurants and provides real estate management services. It trades construction materials, metals and supplies, sanitary wares and interior decorations, as well as constructs infrastructures. Through its subsidiaries, it is involved in the provision of tourism services. The Company has two subsidiaries, namely Hai Dung Company Limited and Hong Hai Tourism Joint Stock Company."
De Tam JSC,DTA,958465,Real Estate Management & Development,Real Estate,-,ORD,VN000000DTA8,"De Tam Joint Stock Company (DETACO) is a Vietnam-based company engaged in real estate operations and the provision of real estate services. It provides real estate brokerage services. The Company is involved in the development and management of urban areas, villas, residential, office and commercial buildings for sale and for lease. It also manufactures and trades construction materials, such as sewage pipes, paving bricks and others. In addition, it is involved in financial investment in other companies. The Company mainly operates in Ho Chi Minh City and Dong Nai Province, Vietnam. It has five affiliates, two branches and a real estate trading floor."
Foreign Trade Development Invest,FDC,958479,Real Estate Management & Development,Real Estate,174,ORD,VN000000FDC3,"Foreign Trade Development and Investment Corporation of Ho Chi Minh City (FIDECO) is a Vietnam-based company engaged in the real estate operation and development industry. The Company is involved in the development of real properties, such as apartment and office buildings, resorts, residential and industrial zones for sale and lease. It also exports frozen seafood, crafts and tea, as well as imports wheat, chemicals, cosmetics, rugs, fabrics and plastic products. Other activities include the development of educational projects and the provision of financial advisory services. The Company has three subsidiaries and one affiliate."
Binh Duong Trade and Development,TDC,958692,Real Estate Management & Development,Real Estate,-,ORD,VN000000TDC4,"Binhduong Trade and Development Joint Stock Company is a Vietnam-based company engaged in the construction materials industry. The Company trades cement, steel, iron, broken stones and water pipes. It manufactures and trades ready-mix concrete and concrete products, metal frames and tiles. The Company is also involved in residential building construction for sale and for lease as well as civil and industrial construction projects. In addition, it provides real estate brokerage services."
THANGLONG INVE,TIG,42223,Real Estate Management & Development,Real Estate,-,ORD,VN000000TIG4,"ThangLong Investment Group Joint Stock Company is a Vietnam-based holding company engaged in the real estate development and operations industry. The Company is involved in the development and operations of residential and commercial buildings, resorts and villas, hotels, restaurants, recreational parks, along with other cultural and sports complex projects. It also provides real estate related services, such as brokerage and management services. Through financial investment in its subsidiaries and affiliates, the Company is active in real estate operations, construction, mineral mining activities, tourism services and publishing."
Sonadezi Long Thanh Shareholding Co,SZL,958683,Real Estate Management & Development,Real Estate,-,ORD,VN000000SZL0,"Sonadezi Long Thanh Shareholding Company is a Vietnam-based company engaged in the real estate sector. The Company is involved in the development and construction of residential and industrial areas, along with the trading and leasing of residential units, offices and warehouses inside the residential and industrial areas. In addition, it is involved in the provision of services for industrial and residential areas, such as water supply services, waste water treatment services and trucking services. Other activities include hotel and tour operations, as well as petroleum trading."
Thu Duc Housing Development Corp,TDH,958693,Real Estate Management & Development,Real Estate,310,ORD,VN000000TDH3,"Thu Duc Housing Development Corporation is a Vietnam-based company engaged in the real estate operations sector. The Company develops and manages residential and commercial buildings, such as apartment buildings, housing complexes, hotels and commercial centers. Via its subsidiaries, the Company is also involved in goods handling and kiosks leasing in grocery markets; building security, cleaning and management; iced water producing; wood trading, and real estate leasing."
Tan Binh Import Export JSC,TIX,958700,Real Estate Management & Development,Real Estate,114,ORD,VN000000TIX9,"Tan Binh Import - Export Joint Stock Corporation (TANIMEX) is a Vietnam-based company engaged in real estate operations. It develops industrial zones, residential areas and nonresidential buildings, such as apartment buildings, hotels, offices, commercial centers and warehouses. Through its three subsidiaries, it is involved in the manufacture and trading of kimonos, pure drinking water, foodstuffs, construction materials and supplies. Its subsidiaries also import and export machinery and provide services for industrial zones developed by the Company. Other activities include the provision of real estate services, tourism services and educational services. As of September 30, 2012, the Company had two subsidiaries and five affiliates."
VINACONEX ITC,VCR,42259,Real Estate Management & Development,Real Estate,-,ORD,VN000000VCR0,"Vinaconex Investment And Tourism Development JSC (Vinaconex ITC) is a Vietnam-based company engaged in real estate operations. The Company is involved in the development of Cat Ba Amatina Project, a tourism urban area. It also provides real estate related services, such as brokerage, auction, appraisal, advertising consultancy and management services. The Company is engaged in office leasing and the operations of resorts, hotels and restaurants. Moreover, it offers outbound tourism services and other services for tourists."
Dat Xanh Real Estate Service Contr,DXG,958469,Real Estate Management & Development,Real Estate,5560,ORD,VN000000DXG7,"Dat Xanh Group Joint Stock Co, formerly Dat Xanh Real Estate Service and Construction Corporation, is a Vietnam-based company active in the real estate industry. The Company is involved in the development, leasing and trading of warehouses, apartment, office and commercial buildings. It also operates a real estate trading floor, as well as provides brokerage services, advisory services and other related services in the real estate industry. Other activities include construction and the provision of house repair services, interior decorating services and land clearing services. Several of the Company's projects are named Sunview Apartment 1&2, Gold Hill, Phu Gia Hung Apartment, Sunview Town, Arisen, Marina, Bella, Majestic, Binh Duong and Long Tho."
DRH Holdings JSC,DRH,958463,Real Estate Management & Development,Real Estate,57,ORD,VN000000DRH7,"DRH Holdings Joint Stock Company, formerly Dream House Investment Corporation, is a Vietnam-based company engaged in the real estate development and operations industry. The Company is involved in the trading of land and apartments, along with the leasing of offices and apartments. It also provides real estate brokerage services and wholesales fertilizers. In addition, it offers vocational training services on real estate industry and management training services. Moreover, the Company is engaged in financial investment in other companies of various industries as well."
Nam Tan Uyen,NTC,994441,Real Estate Management & Development,Real Estate,-,ORD,VN000000NTC3,"Nam Tan Uyen Joint Stock Corporation (NTC) is a Vietnam-based company primarily engaged in the development of industrial zones. The Company's leading business activities include the leasing of manufacturing facilities and vacant lots in industrial zones; the construction of industrial properties, traffic and water infrastructure, and the provision of waste and sewer collection and treatment services."
CEO Group JSC,CEO,953720,Real Estate Management & Development,Real Estate,-,ORD,VN000000CEO3,"C.E.O Group Joint Stock Company, formerly C.E.O Investment Joint Stock Company, is a Vietnam-based company primarily engaged in the real estate development business. The Company’s business activities include the construction of residential and non residential buildings including resorts, industrial zones, schools, urban residence, etc; the trading of real estate and infrastructure; office space leasing services; restaurant services as well as vocational training services and human resource supply services."
Truong Thanh Energy and Real Estate JSC,TEG,962453,Real Estate Management & Development,Real Estate,-,ORD,VN000000TEG3,"Truong Thanh Energy and Real Estate JSC, formerly Truong Thanh Real Estate and Construction JSC, is a Vietnam-based company mainly engaged in the wholesale of building materials, including wood products, inox, steel products and construction equipment. The Company invests in real estate projects for lease and for sale, as well as solar power projects. In addition, it is involved in the construction of solar power plants and solid waste treatment plants. Moreover, the Company is involved in construction stone mining and farm products processing."
Becamex Urban Development JSC,UDJ,958726,Real Estate Management & Development,Real Estate,-,ORD,VN000000UDJ7,"Becamex Urban Development Joint Stock Company (Becamex UDJ) is a Vietnam-based company which is engaged in the manufacture and commerce of ready-mixed concrete, bricks and structural clay tiles, as well as other construction materials. Besides, the Company partakes in various real estate business activities, such as residential and commercial infrastructure establishing, developing, leasing and selling, together with real estate brokering."
FLC Group JSC,FLC,958480,Real Estate Management & Development,Real Estate,-,ORD,VN000000FLC6,"FLC Group Joint Stock Company is a Vietnam-based company engaged in the real estate development and operations industry. The Company is involved in real estate trading, development and operations activities of apartment buildings, villas, bottomlands, project land for sale or for lease and infrastructure projects on leased land. It operates a real estate trading floor with services such as real estate brokerage, real estate advertising and advisory, as well as notary services for real estate properties. Other activities include the provision of investment advisory services, construction materials trading, telecommunication and aviation equipment trading in combination with installation and maintenance services, as well as mineral mining."
Sao Mai Group Corp,ASM,958388,Real Estate Management & Development,Real Estate,-,ORD,VN000000ASM1,"Sao Mai Group Corporation, formerly Sao Mai Construction Corporation, is a Vietnam-based company engaged in the real estate sector. The Company develops urban zones, residential areas and resorts, as well as leases houses and offices. The Company is also involved in the trading of frozen fish, the construction of residential, commercial, industrial, institutional and manufacturing buildings, along with the provision of hotel and restaurant services. In addition, it is active in construction sand and gravel mining, as well as the installation of electrical, plumbing, heating and air-conditioning equipment. Other activities include miscellaneous financial investments."
Saigon Thuong Tin Real Estate JSC,SCR,42162,Real Estate Management & Development,Real Estate,370,ORD,VN000000SCR6,"Sai Gon Thuong Tin Real Estate Joint Stock Company (Sacomreal) is a Vietnam-based company active in the real estate industry. The Company is engaged in the development of real properties, including apartment buildings, office buildings, residential areas, urban zones, hotels, commercial centers and tourism areas. Its revenue is derived from real estate trading, as well as the transfer of land and house ownerships. It is also a provider of real estate services, such as brokerage services, training services, property management services, appraisal services, advertising services and legal consulting services. In addition, it trades construction materials."
Industrial Urban Development JSC,D2D,958441,Real Estate Management & Development,Real Estate,-,ORD,VN000000D2D0,"Industrial Urban Development Joint Stock Company No. 2 is a Vietnam-based company engaged in the real estate development and operations industry. The Company develops houses, industrial and urban zones, residential areas, offices for rent and commercial centers for sale or lease. It also performs construction activities for such projects. In addition, it is involved in the provision of hotel, restaurant, tourism and educational services. The Company is a subsidiary of Industrial Zone Development Corporation (SONADEZI). It also announces that after acquiring more shares in Nhon Trach 2 Concrete Joint Stock Company (N2C), the Company has turned this former affiliate into its 62.16%-owned subsidiary."
Vingroup JSC,VIC,958739,Real Estate Management & Development,Real Estate,88220,ORD,VN000000VIC9,"Vingroup JSC is a Vietnam-based company engaged in residential real estate investment and operations. It develops and constructs real estate properties, including commercial, office and residential buildings and villas, for lease and for sale. The Company also provides healthcare services via the operation of Vinmec general international hospital, as well as educational services through the operations of Vinschool and VinUniversity institutions. It is engaged in the manufacturing of VinFast automobiles and VinSmart mobile phones, as well as technology research and development via VinTech group companies. The Company also operates Vinpearl hotels, resorts and restaurants, Vinpearl golf course, and VinWonders amusement and water parks."
Cholon Real Estate JSC,RCL,42150,Real Estate Management & Development,Real Estate,-,ORD,VN000000RCL1,"Cho Lon Real Estate Joint Stock Company (CL RESCO) is a Vietnam-based company engaged in the real estate industry. It is involved in the development, construction, trading and leasing of commercial and residential buildings. The Company also provides architectural and landscape architectural services, engineering services, interior decorating services and building inspection services. In addition, it trades home furnishings, as well as offers real estate brokerage services and property management services. During the year ended December 31, 2012, 51.23% of the Company's revenue came from construction contracts. As of December 31, 2012, it was a subsidiary of Saigon Real Estate Corporation (Saigon RESCO)."
Petrovietnam Premier,PVR,42140,Real Estate Management & Development,Real Estate,-,ORD,VN000000PVR2,"Ha Noi PVR Investment Joint Stock Company, formerly Petrovietnam Premier Recreation Joint Stock Company, is a Vietnam-based company primarily engaged in the real estate development and operations industry. It is involved in the development and construction of residential properties, commercial and institutional buildings, as well as recreational projects, including resorts, amusement parks and golf courses."
Viet Property Investment JSC,PVL,42139,Real Estate Management & Development,Real Estate,-,ORD,VN000000PVL5,"Viet Property Investment Joint Stock Company, formerly Petroleum Real Estate Joint Stock Company, is a Vietnam-based company engaged in the real estate industry. The Company develops residential and commercial properties for sale and for lease, as well as trades housing units. It is also involved in the provision of engineering, installation and interior decorating services for residential and commercial building projects. The Company provides consultancy, brokerage, auction, advertising, appraisal and management services of real estate properties. In addition, it trades construction materials, such as steel, ready-mix concrete, concrete additives, sand and gravel."
Song Da Thang Long JSC,STL,958678,Real Estate Management & Development,Real Estate,-,ORD,VN000000STL3,"Song Da - Thang Long Joint Stock Company is a Vietnam-based firm operating in the real estate industry. The Company's regular undertakings are categorized into four major segments: its Real Estate segment, comprised of its commercial and residential building development and leasing activities; its Construction segment, comprised of its industrial, civil and commercial infrastructure construction activities; its Production segment, comprised of its steel and steel products manufacture, and its Service segment, comprised of its architectural consultation, construction project supervision and real estate brokerage services. In order to support its business activities, the Company has established a subsidiary named Thang Long Media Investment Joint Stock Company, which is engaged in the provision of marketing services."
Cotec Investment and Land House Development JSC,CLG,958423,Real Estate Management & Development,Real Estate,-,ORD,VN000000CLG4,"Cotec Investment and Land House Development JSC (CotecLand) is a Vietnam-based company operating in the real estate industry. The Company operates through three segments. The Construction segment involves the construction of houses and buildings for residential, industrial and institutional purposes; infrastructures including roads and streets; as well as industrial zones. The Real Estate segment refers to the management and leasing of residential and office buildings. The Other segment comprises the offering of architectural and interior design services."
Van Phat Hung Corp,VPH,958754,Real Estate Management & Development,Real Estate,-,ORD,VN000000VPH3,"Van Phat Hung Corporation is a Vietnam-based company active in the real estate industry. The Company is involved in the development of residential areas, apartment buildings and nonresidential buildings for rent and for lease. It is also involved in land transfer and house trading. The Company provides real estate brokerage services, consulting services and real property management services, as well as interior design services, architectural services and landscaping services. In addition, it is engaged in the construction of residential and nonresidential buildings, concrete pipe manufacturing and the installation of plumbing, electrical and fire fighting systems. During the year ended December 31, 2012, 57.15% of its revenue came from construction activities. As at December 31, 2012, it had three affiliates."
Century 21,C21,958411,Real Estate Management & Development,Real Estate,-,ORD,VN000000C218,"Century 21 Joint Stock Company is a Vietnam-based company primarily engaged in the development of residential properties. Its leading business activities are the construction of residential real estate, the leasing of office spaces, as well as the operation of mud bath, hot spring spa resorts and accommodation facilities. The Company, via its subsidiaries, is also involved in the provision of travel tours and the plantation of agricultural trees."
Cuu Long Petro Urban Development,CCL,958417,Real Estate Management & Development,Real Estate,-,ORD,VN000000CCL3,"Cuu Long Petro Urban Development and Investment Corporation (PVCL) is a Vietnam-based company active in the real estate industry. The Company is engaged in the development and trading of real properties at Mekong River Delta region in Vietnam. The Company is also involved in construction and construction materials trading. The company has one affiliate company, which is Ut Xi Seafood Processing Joint Stock Company."
No Va Land Invest,NVL,994755,Real Estate Management & Development,Real Estate,1728,ORD,VN000000NVL0,"No Va Land Investment Group Corp is a Vietnam-based company primarily engaged in the residential real estate sector. Its main business activities include the development of villas, shophouses and residential buildings, together with office, officetel and commercial properties for sale and for lease. The Company is also engaged in the leasing of vacant land and parking lots, as well as the provision of real estate related services, such as project planning and consultancy on properties trading on real estate exchanges."
PV2 Investment JSC,PV2,42133,Real Estate Management & Development,Real Estate,-,ORD,VN000000PV26,"PV2 Investment Joint Stock Company is a Vietnam-based company active in the real estate sector. The Company invests and jointly invests in development projects of villas, apartment buildings, offices, hotels, commercial centers, supermarkets, new urban areas, industrial zones, economic zones, golf courses, entertainment areas and others. It is also engaged in securities trading. In addition, the Company provides car rental services and real estate related services, such as auction services, advertising services, management services and consulting services."
Song Da 1.01 JSC,SJC,42195,Real Estate Management & Development,Real Estate,426,ORD,VN000000SJC3,"Song Da 1.01 JSC is a Vietnam-based company active in the real estate industry. The Company is involved in the development and operations of residential and office complexes for sale and for lease. It also constructs commercial and manufacturing buildings, traffic infrastructures, hydropower plants, hydraulic structures, transformer stations and electricity transmission networks. The Company is also engaged in the trading of construction materials. Other activities include the provision of ecological tourism services and the trading of medical equipment and supplies."
Daklak Pharmaceutical Medical Equip,DBM,958443,Retail (Drugs),Services,224,ORD,VN000000DBM1,"Dak Lak Pharmaceutical Medical Equipment Joint Stock Company (BAMEPHARM) is a Vietnam-based company operating in the pharmaceutical industry. The Company's major undertaking is the retail trade of pharmaceutical products, health supplements, as well as medical equipment and supplies in DakLak and DakNong provinces, which are located in Vietnam's Central Highlands. BAMEPHAM also partakes in the manufacture of medicinal and botanical chemicals. Besides, the Company is engaged in the operation of motels."
Hanoi Fuel,HFC,994843,Retail (Specialty),Services,180,ORD,VN000000HFC4,"HFC Petroleum Corporation, formerly Hanoi Fuel Joint Stock Company, is a Vietnam-based company engaged in the commerce of petroleum products, such as gasoline, diesel oil, fuel oil and lubricants. The Company has established and managed a system of gas stations and wholesale stores in Hanoi, Vietnam. In order to utilize the unused room of its gas stations, the Company has also engaged in the provision of space leasing and car washing services."
Haiphong Cement Transport JSC,HCT,42009,Road & Rail,Industrials,-,ORD,VN000000HCT5,"Hai Phong Cement Transport and Trading Joint Stock Company is a Vietnam-based company engaged in cement trading. Beside cement, the Company is also involved in the trading of petroleum, as well as the manufacturing of supplies for another Hai Phong-based cement manufacturer. It offers land and marine transportation services of goods and passengers. In addition, it provides warehouse rental services, construction equipment rental services, restaurant services and repair and maintenance services to transportation means. Other activities include mineral mining and tour operations. The Company is a subsidiary of Vietnam Cement Industry Corporation."
PORTSERCO,PRC,42125,Road & Rail,Industrials,-,ORD,VN000000PRC2,"Portserco Logistics Joint Stock Company, formerly Portserco Joint Stock Company, is a Vietnam-based company active in the transportation industry. The Company is engaged in the provision of road freight transportation services and marine services, including marine brokerage services and cargo handling services. It is also involved in the operation of gasoline stations and duty free shops. The Company trades construction materials, as well as repairs transportation and construction equipment, such as trucks, ships, ferries, cranes and others. Other activities include the offering of warehousing services and office leasing. During the year ended December 31, 2012, 61.75% of its net revenue came from the provision of transportation services and warehouse leasing. As of December 31, 2012, the Company had one affiliate."
Sai Gon Transport,TPS,995159,Road & Rail,Industrials,-,ORD,VN000000TPS4,"Sai Gon Transportation Parking Joint Stock Company (STP) is a Vietnam-based company operating in the transportation industry, with major undertakings as the management of various bus terminals in Ho Chi Minh City, including Nga Tu Ga and An Suong terminals. Besides, the Company partakes in the arrangement of bus transport systems, the leasing of offices and warehouses, together with the provision of bus driver training courses."
HOANG HA JSC,HHG,42015,Road & Rail,Industrials,-,ORD,VN000000HHG1,"Hoangha Joint Stock Company is a Vietnam-based company engaged in the provision of road passenger transportation services. The Company offers urban and interurban bus transportation services and taxi services, along with express delivery services and freight trucking services. It is also involved in the operation of bus stations, parking lots, gasoline stations, hotels, full-service restaurants and supermarkets. In addition, the Company is active in office and apartment leasing, as well as trades, repairs and maintains motor cycles and spare parts. It also trades agricultural products and food, as well as household goods. The Company has an affiliate named Hong Van Joint Stock Company."
Railway Transport,RAT,986439,Road & Rail,Industrials,-,ORD,VN000000RAT8,"Railway Transport and Trade Joint Stock Company engages in goods transportation. Its services include transportation of goods and passengers, tourism, hotels, restaurant, exportation and importation, and advertisement. The company is based in Hanoi, Vietnam. Railway Transport and Trade Joint Stock Company operates as a subsidiary of Vietnam Railway Corp."
Multi Modal Transport Holding Co,VTX,958769,Road & Rail,Industrials,297,ORD,VN000000VTX2,"Vietranstimex Multimodal Transport Holding Company (Vietranstimex), formerly Multi Modal Transport Holding Company is a Vietnam-based company primarily engaged in freight transport, transportation services and warehousing. The Company’s transport services include freight trucking, inland water transport, coastal and sea transport, and multimodal transport. It also provides support business activities for transportation such as load-out/in service, storage service and lifting/rigging service. Other services include customs clearance formalities, shipping broker, shipping agency and international logistics agency, consulting and design service for building transport proposal, and handling cargoes and traffic infrastructure reinforcement. The Company is also engaged in leasing machines and equipment such as hydraulic trailers, Self-Propelled Modular Transporter (SPMT), low-bed trailers and load spreading beams."
Vietnam Sun Corp,VNS,958752,Road & Rail,Industrials,3805,ORD,VN000000VNS5,"Vietnam Sun Corporation (Vinasun) is a Vietnam-based provider of passenger transportation services. The Company offers transportation services to passengers through the operation of Vinasun taxi fleet and network. It is also engaged in the inbound and outbound tourism industry through travel agency and airline ticket office operations under its Vinasun division. In addition, the Company is involved in the provision of hotel and restaurant services as supporting activities to tourism operation. As of December 31, 2012, the Company had one subsidiary in Danang City, namely Vinasun Green Joint Stock Company, which is active in the provision of passenger transportation service via taxicabs."
Sai Gon Railway,SRT,995152,Road & Rail,Industrials,-,ORD,VN000000SRT0,"Saigon Railway Transport Company Limited is a rail infrastructure management company. The company was formerly known as Saigon Railway Passenger Transport. The company is based in Ho Chi Minh City, Vietnam. Saigon Railway Transport Company Limited operates as a subsidiary of Vietnam Railway Corp."
